tag_name,category,formula,status,value,missing_inputs
BOILER_A_CP_ETHYLENE_FUEL_TEMP,Boiler -- Performance & Energy,(-6.38788+184.4019*((BOILER_A_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-112.9718*((BOILER_A_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2+28.49593*((BOILER_A_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^3+0.3155,eval_error:NameError:name 'BOILER_A_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_A_CP_FLUE_GAS_CO2_AT_STACK_TEMP,Boiler -- Flue Gas & Stack,((24.99735)+55.18696*((BOILER_A_STACK_TEMPERATURE+273.15)/1000)-33.69137*((BOILER_A_STACK_TEMPERATURE+273.15)/1000)^2+7.948387*((BOILER_A_STACK_TEMPERATURE+273.15)/1000)^3+(-0.136638/((BOILER_A_STACK_,eval_error:NameError:name 'BOILER_A_STACK_TEMPERATURE' is not defined,,
BOILER_A_CP_FLUE_GAS_H2O_AT_STACK_TEMP,Boiler -- Flue Gas & Stack,8.22+0.00015*(BOILER_A_STACK_TEMPERATURE+273.15)+0.00000134*((BOILER_A_STACK_TEMPERATURE+273.15)^2),eval_error:NameError:name 'BOILER_A_STACK_TEMPERATURE' is not defined,,
BOILER_A_CP_FLUE_GAS_N2_AT_STACK_TEMP,Boiler -- Flue Gas & Stack,((28.98641)+1.85398*((BOILER_A_STACK_TEMPERATURE+273.15)/1000)-9.647459*((BOILER_A_STACK_TEMPERATURE+273.15)/1000)^2+16.63537*((BOILER_A_STACK_TEMPERATURE+273.15)/1000)^3+(0.000117/((BOILER_A_STACK_TE,eval_error:NameError:name 'BOILER_A_STACK_TEMPERATURE' is not defined,,
BOILER_A_CP_H2_FUEL_TEMP,Boiler -- Performance & Energy,((33.066178)-11.363417*((BOILER_A_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)+11.432816*((BOILER_A_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2-2.772874*((BOILER_A_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^3+(,eval_error:NameError:name 'BOILER_A_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_A_CP_IC4_FUEL_TEMP,Boiler -- Performance & Energy,(8.32665517242186+344.923323425655*((BOILER_A_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)--141.649866470373*((BOILER_A_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2-17.402696038734*((BOILER_A_MAIN_FUEL_GAS_TE,eval_error:NameError:name 'BOILER_A_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_A_CP_IC5_FUEL_TEMP,Boiler -- Performance & Energy,(-16.1426869390769+517.363683637786*((BOILER_A_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-271.314078126683*((BOILER_A_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2-56.1566185580689*((BOILER_A_MAIN_FUEL_GAS_T,eval_error:NameError:name 'BOILER_A_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_A_CP_NC4_FUEL_TEMP,Boiler -- Performance & Energy,(22.1581076705715+292.589410831127*((BOILER_A_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-85.8165101864775*((BOILER_A_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2-1.01394039648879*((BOILER_A_MAIN_FUEL_GAS_TE,eval_error:NameError:name 'BOILER_A_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_A_CP_NC5_FUEL_TEMP,Boiler -- Performance & Energy,(-36.7350853904756+580.375772029461*((BOILER_A_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-341.586537384626*((BOILER_A_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2-78.4996542134237*((BOILER_A_MAIN_FUEL_GAS_T,eval_error:NameError:name 'BOILER_A_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_A_CP_OF_AIR_AT_STACK_TEMP,Boiler -- Flue Gas & Stack,(((28.98641)+1.85398*((BOILER_A_STACK_TEMPERATURE+273.15)/1000)-9.647459*((BOILER_A_STACK_TEMPERATURE+273.15)/1000)^2+16.63537*((BOILER_A_STACK_TEMPERATURE+273.15)/1000)^3+(0.000117/((BOILER_A_STACK_T,eval_error:NameError:name 'BOILER_A_STACK_TEMPERATURE' is not defined,,
BOILER_A_CP_OF_H2O_AT_STACK_TEMP,Boiler -- Flue Gas & Stack,(8.22+0.00015*(BOILER_A_STACK_TEMPERATURE+273.15)+0.00000134*((BOILER_A_STACK_TEMPERATURE+273.15)^2))/18.015,eval_error:NameError:name 'BOILER_A_STACK_TEMPERATURE' is not defined,,
BOILER_A_CP_PROPANE_FUEL_TEMP,Boiler -- Performance & Energy,(12.6608072783283+232.070245794953*((BOILER_A_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-70.3446118121155*((BOILER_A_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2+0.60714221002859*((BOILER_A_MAIN_FUEL_GAS_TE,eval_error:NameError:name 'BOILER_A_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_A_CP_TOTAL_FUEL_AT_FUEL_TEMP,Boiler -- Performance & Energy,((BOILER_A_FG_HYDROGEN_MASS_FRACTION/COMPONENT_HYDROGEN_MW)*BOILER_A_CP_H2_FUEL_TEMP+BOILER_A_FG_CH4_MASS_FRACTION/COMPONENT_METHANE_MW*BOILER_A_CP_CH4_FUEL_TEMP+(BOILER_A_FG_ETHYLENE_MASS_FRACTION/CO,eval_error:NameError:name 'BOILER_A_FG_HYDROGEN_MASS_FRACTION' is not defined,,
BOILER_A_CP_TOTAL_FUEL_AT_REF_TEMP,Boiler -- Performance & Energy,((BOILER_A_FG_HYDROGEN_MASS_FRACTION/COMPONENT_HYDROGEN_MW)*6.876+BOILER_A_FG_CH4_MASS_FRACTION/COMPONENT_METHANE_MW*8.45+(BOILER_A_FG_ETHYLENE_MASS_FRACTION/COMPONENT_ETHYLENE_MW)*10.02+(BOILER_A_FG_,eval_error:NameError:name 'BOILER_A_FG_HYDROGEN_MASS_FRACTION' is not defined,,
BOILER_A_DRY_FLUE_GAS_PER_FUEL_MASS_RATIO,Boiler -- Flue Gas & Stack,BOILER_A_EXCESS_AIR*(1-BOILER_A_AIR_MOISTURE)+BOILER_A_N2_FORMED+BOILER_A_CO2_FORMED,eval_error:NameError:name 'BOILER_A_EXCESS_AIR' is not defined,,
BOILER_A_ECONOMIZER_DUTY,Boiler -- Performance & Energy,"if(BOILER_A_STATUS==0,0,BOILER_A_CORRECTED_BFW_FLOW*((STEAM_DRUM_A_PRESSURE*0.0336523715096497+ECONIMIZER_A_OUTLET_TEMPERATURE*4.52730333899183-53.5667904511771)-(BFW_PRESSURE_TO_BOILER*0.067891387854",eval_error:NameError:name 'BOILER_A_STATUS' is not defined,,
BOILER_A_EFFICIENCY_LOSS_DUE_TO_BLOWDOWN,Boiler -- Blowdown,"if(BOILER_A_STATUS==0,0,BOILER_A_BLOWDOWN_LOSS/BOILER_A_CORRECTED_FUEL_GAS_ENERGY_INPUT*100)",eval_error:NameError:name 'BOILER_A_STATUS' is not defined,,
BOILER_A_ENERGY_GAINED,Boiler -- Performance & Energy,"if(BOILER_A_STATUS==0,0,BOILER_A_TOTAL_STEAM_ENERGY-BOILER_A_BFW_ENERGY)",eval_error:NameError:name 'BOILER_A_STATUS' is not defined,,
BOILER_A_ETHANE_CO2_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_ETHANE_MASS_FRACTION*2.927,eval_error:NameError:name 'BOILER_A_FG_ETHANE_MASS_FRACTION' is not defined,,
BOILER_A_ETHANE_H2O_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_ETHANE_MASS_FRACTION*1.798,eval_error:NameError:name 'BOILER_A_FG_ETHANE_MASS_FRACTION' is not defined,,
BOILER_A_ETHANE_N2_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_ETHANE_MASS_FRACTION*12.394,eval_error:NameError:name 'BOILER_A_FG_ETHANE_MASS_FRACTION' is not defined,,
BOILER_A_ETHYLENE_CO2_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_ETHYLENE_MASS_FRACTION*3.138,eval_error:NameError:name 'BOILER_A_FG_ETHYLENE_MASS_FRACTION' is not defined,,
BOILER_A_ETHYLENE_H2O_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_ETHYLENE_MASS_FRACTION*1.285,eval_error:NameError:name 'BOILER_A_FG_ETHYLENE_MASS_FRACTION' is not defined,,
BOILER_A_ETHYLENE_N2_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_ETHYLENE_MASS_FRACTION*11.385,eval_error:NameError:name 'BOILER_A_FG_ETHYLENE_MASS_FRACTION' is not defined,,
BOILER_A_EXCESS_AIR,Boiler -- Performance & Energy,((28.96*BOILER_A_FLUE_GAS_OXGYGEN)*((BOILER_A_N2_FORMED/28.01)+(BOILER_A_CORRECTED_COMBUTION_H2O_FORMED/18.015)+(BOILER_A_CO2_FORMED/44.01))/(20.95-BOILER_A_FLUE_GAS_OXGYGEN)),eval_error:NameError:name 'BOILER_A_FLUE_GAS_OXGYGEN' is not defined,,
BOILER_A_FG_CH4_MASS_FRACTION,Boiler -- Combustion & Fuel,BOILER_A_FG_CH4_MASS_PERCENTAGE/TOTAL_FUEL_COMPOSTION_MASS,eval_error:NameError:name 'BOILER_A_FG_CH4_MASS_PERCENTAGE' is not defined,,
BOILER_A_FG_CH4_MASS_PERCENTAGE,Boiler -- Combustion & Fuel,NORMALIZED_BOILER_A_FG_CH4_CONCENTRATION*COMPONENT_METHANE_MW/BOILER_A_FG_MW,eval_error:NameError:name 'NORMALIZED_BOILER_A_FG_CH4_CONCENTRATION' is not defin,,
BOILER_A_FG_DENSITY,Boiler -- Performance & Energy,BOILER_A_FG_MW/22.414,eval_error:NameError:name 'BOILER_A_FG_MW' is not defined,,
BOILER_A_FG_ETHANE_MASS_FRACTION,Boiler -- Combustion & Fuel,BOILER_A_FG_ETHANE_MASS_PERCENTAGE/TOTAL_FUEL_COMPOSTION_MASS,eval_error:NameError:name 'BOILER_A_FG_ETHANE_MASS_PERCENTAGE' is not defined,,
BOILER_A_FG_ETHANE_MASS_PERCENTAGE,Boiler -- Combustion & Fuel,NORMALIZED_BOILER_A_FG_ETHANE_CONCENTRATION*COMPONENT_ETHANE_MW/BOILER_A_FG_MW,eval_error:NameError:name 'NORMALIZED_BOILER_A_FG_ETHANE_CONCENTRATION' is not de,,
BOILER_A_FG_ETHYLENE_MASS_FRACTION,Boiler -- Combustion & Fuel,BOILER_A_FG_ETHYLENE_MASS_PERCENTAGE/TOTAL_FUEL_COMPOSTION_MASS,eval_error:NameError:name 'BOILER_A_FG_ETHYLENE_MASS_PERCENTAGE' is not defined,,
BOILER_A_FG_ETHYLENE_MASS_PERCENTAGE,Boiler -- Combustion & Fuel,NORMALIZED_BOILER_A_FG_ETHYLENE_CONCENTRATION*COMPONENT_ETHYLENE_MW/BOILER_A_FG_MW,eval_error:NameError:name 'NORMALIZED_BOILER_A_FG_ETHYLENE_CONCENTRATION' is not ,,
BOILER_A_FG_FLOW_RATE,Boiler -- Performance & Energy,BOILER_A_FUEL_GAS_FLOW/1000,eval_error:NameError:name 'BOILER_A_FUEL_GAS_FLOW' is not defined,,
BOILER_A_FG_HYDROGEN_MASS_FRACTION,Boiler -- Combustion & Fuel,BOILER_A_FG_HYDROGEN_MASS_PERCENTAGE/TOTAL_FUEL_COMPOSTION_MASS,eval_error:NameError:name 'BOILER_A_FG_HYDROGEN_MASS_PERCENTAGE' is not defined,,
BOILER_A_FG_HYDROGEN_MASS_PERCENTAGE,Boiler -- Combustion & Fuel,NORMALIZED_BOILER_A_FG_HYDROGEN_CONCENTRATION*COMPONENT_HYDROGEN_MW/BOILER_A_FG_MW,eval_error:NameError:name 'NORMALIZED_BOILER_A_FG_HYDROGEN_CONCENTRATION' is not ,,
BOILER_A_FG_IC4_MASS_FRACTION,Boiler -- Combustion & Fuel,BOILER_A_FG_IC4_MASS_PERCENTAGE/TOTAL_FUEL_COMPOSTION_MASS,eval_error:NameError:name 'BOILER_A_FG_IC4_MASS_PERCENTAGE' is not defined,,
BOILER_A_FG_IC4_MASS_PERCENTAGE,Boiler -- Combustion & Fuel,NORMALIZED_BOILER_A_FG_IC4_CONCENTRATION*COMPONENT_BUTANE_MW/BOILER_A_FG_MW,eval_error:NameError:name 'NORMALIZED_BOILER_A_FG_IC4_CONCENTRATION' is not defin,,
BOILER_A_FG_IC5_MASS_FRACTION,Boiler -- Combustion & Fuel,BOILER_A_FG_IC5_MASS_PERCENTAGE/TOTAL_FUEL_COMPOSTION_MASS,eval_error:NameError:name 'BOILER_A_FG_IC5_MASS_PERCENTAGE' is not defined,,
BOILER_A_FG_IC5_MASS_PERCENTAGE,Boiler -- Combustion & Fuel,NORMALIZED_BOILER_A_FG_IC5_CONCENTRATION*COMPONENT_PENTANE_MW/BOILER_A_FG_MW,eval_error:NameError:name 'NORMALIZED_BOILER_A_FG_IC5_CONCENTRATION' is not defin,,
BOILER_A_FG_NC4_MASS_FRACTION,Boiler -- Combustion & Fuel,BOILER_A_FG_NC4_MASS_PERCENTAGE/TOTAL_FUEL_COMPOSTION_MASS,eval_error:NameError:name 'BOILER_A_FG_NC4_MASS_PERCENTAGE' is not defined,,
BOILER_A_FG_NC4_MASS_PERCENTAGE,Boiler -- Combustion & Fuel,NORMALIZED_BOILER_A_FG_NC4_CONCENTRATION*COMPONENT_BUTANE_MW/BOILER_A_FG_MW,eval_error:NameError:name 'NORMALIZED_BOILER_A_FG_NC4_CONCENTRATION' is not defin,,
BOILER_A_FG_NC5_MASS_FRACTION,Boiler -- Combustion & Fuel,BOILER_A_FG_NC5_MASS_PERCENTAGE/TOTAL_FUEL_COMPOSTION_MASS,eval_error:NameError:name 'BOILER_A_FG_NC5_MASS_PERCENTAGE' is not defined,,
BOILER_A_FG_NC5_MASS_PERCENTAGE,Boiler -- Combustion & Fuel,NORMALIZED_BOILER_A_FG_NC5_CONCENTRATION*COMPONENT_PENTANE_MW/BOILER_A_FG_MW,eval_error:NameError:name 'NORMALIZED_BOILER_A_FG_NC5_CONCENTRATION' is not defin,,
BOILER_A_FG_NITROGEN_MASS_FRACTION,Boiler -- Combustion & Fuel,BOILER_A_FG_NITROGEN_MASS_PERCENTAGE/TOTAL_FUEL_COMPOSTION_MASS,eval_error:NameError:name 'BOILER_A_FG_NITROGEN_MASS_PERCENTAGE' is not defined,,
BOILER_A_FG_NITROGEN_MASS_PERCENTAGE,Boiler -- Combustion & Fuel,NORMALIZED_BOILER_A_FG_N2_CONCENTRATION*COMPONENT_NITROGEN_MW/BOILER_A_FG_MW,eval_error:NameError:name 'NORMALIZED_BOILER_A_FG_N2_CONCENTRATION' is not define,,
BOILER_A_FG_PROPANE_MASS_FRACTION,Boiler -- Combustion & Fuel,BOILER_A_FG_PROPANE_MASS_PERCENTAGE/TOTAL_FUEL_COMPOSTION_MASS,eval_error:NameError:name 'BOILER_A_FG_PROPANE_MASS_PERCENTAGE' is not defined,,
BOILER_A_FG_PROPANE_MASS_PERCENTAGE,Boiler -- Combustion & Fuel,NORMALIZED_BOILER_A_FG_PROPANE_CONCENTRATION*COMPONENT_PROPANE_MW/BOILER_A_FG_MW,eval_error:NameError:name 'NORMALIZED_BOILER_A_FG_PROPANE_CONCENTRATION' is not d,,
BOILER_A_FLUE_GAS_OXGYGEN_flag,Boiler -- Flue Gas & Stack,"if([BOILER_A_FLUE_GAS_OXGYGEN]-[BOILER_A_FLUE_GAS_OXGYGEN_Adjusted]==0,0,1)",missing_inputs,,BOILER_A_FLUE_GAS_OXGYGEN_Adjusted
BOILER_A_FLUE_GAS_PER_FUEL_MASS_RATIO,Boiler -- Flue Gas & Stack,BOILER_A_DRY_FLUE_GAS_PER_FUEL_MASS_RATIO+BOILER_A_TOTAL_H2O_PER_KG_OF_FUEL,eval_error:NameError:name 'BOILER_A_DRY_FLUE_GAS_PER_FUEL_MASS_RATIO' is not defi,,
BOILER_A_FOULING_INDEX,Boiler -- Performance & Energy,"if(BOILER_A_STATUS==0,0,1/BOILER_A_UA_ECONOMIZER)",eval_error:NameError:name 'BOILER_A_STATUS' is not defined,,
BOILER_A_FUEL_COMPOSITION_TOTAL,Boiler -- Performance & Energy,(BOILER_FG_HYDROGEN_CONCENTRATION+BOILER_FG_CH4_CONCENTRATION+BOILER_FG_ETHANE_CONCENTRATION+BOILER_FG_ETHYLENE_CONCENTRATION+BOILER_FG_PROPANE_CONCENTRATION+BOILER_FG_NC4_CONCENTRATION+BOILER_FG_IC4_,eval_error:NameError:name 'BOILER_FG_HYDROGEN_CONCENTRATION' is not defined,,
BOILER_A_FUEL_CONSUMPTION,Boiler -- Performance & Energy,"if(BOILER_A_STATUS==0,0,BOILER_A_CORRECTED_FUEL_FLOW*BOILER_A_MIXED_LHV_PER_KG/10^6)",eval_error:NameError:name 'BOILER_A_STATUS' is not defined,,
BOILER_A_FUEL_GAIN_LOSS,Boiler -- Performance & Energy,([BOILER_A_ACTUAL_SP_ENERGY_DELTA_actual]*[DESUPERHEATER_OUTLET_STEAM_FLOW_actual])/0.0468/10^6*24,missing_inputs,,BOILER_A_ACTUAL_SP_ENERGY_DELTA_actual; DESUPERHEATER_OUTLET_STEAM_FLOW_actual
BOILER_A_FUEL_GAS_CORRECTED_TPH,Boiler -- Performance & Energy,"if(BOILER_A_STATUS==0,0,BOILER_A_CORRECTED_FUEL_FLOW/1000)",eval_error:NameError:name 'BOILER_A_STATUS' is not defined,,
BOILER_A_FUEL_GAS_ENERGY_INPUT,Boiler -- Performance & Energy,"if(BOILER_A_STATUS==0,0,BOILER_A_FG_FLOW_RATE*1000*BOILER_A_MIXED_LHV_PER_KG/10^6)",eval_error:NameError:name 'BOILER_A_STATUS' is not defined,,
BOILER_A_H2O_FORMED,Boiler -- Performance & Energy,BOILER_A_H2_H2O_COMBUSTION+BOILER_A_CH4_H2O_COMBUSTION+BOILER_A_ETHANE_H2O_COMBUSTION+BOILER_A_ETHYLENE_H2O_COMBUSTION+BOILER_A_PROPANE_H2O_COMBUSTION+BOILER_A_IC4_H2O_COMBUSTION+BOILER_A_NC4_H2O_COMB,eval_error:NameError:name 'BOILER_A_H2_H2O_COMBUSTION' is not defined,,
BOILER_A_H2_CO2_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_HYDROGEN_MASS_FRACTION*0,eval_error:NameError:name 'BOILER_A_FG_HYDROGEN_MASS_FRACTION' is not defined,,
BOILER_A_H2_H2O_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_HYDROGEN_MASS_FRACTION*8.937,eval_error:NameError:name 'BOILER_A_FG_HYDROGEN_MASS_FRACTION' is not defined,,
BOILER_A_H2_N2_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_HYDROGEN_MASS_FRACTION*26.407,eval_error:NameError:name 'BOILER_A_FG_HYDROGEN_MASS_FRACTION' is not defined,,
BOILER_A_HEAT_LOSS_DUE_TO_DRY_FLUE_GAS_L1,Boiler -- Flue Gas & Stack,"if(BOILER_A_STATUS==0,0,BOILER_A_DRY_FLUE_GAS_PER_FUEL_MASS_RATIO*((BOILER_A_AVG_CP_OF_FLUE_GAS_AT_STACK_TEMP*(BOILER_A_STACK_TEMPERATURE-15.6))))",eval_error:NameError:name 'BOILER_A_STATUS' is not defined,,
BOILER_A_HEAT_LOSS_DUE_TO_EVAPORATION_OF_WATER_FORMED_DUE_TO_H2_IN_FUEL_L2,Boiler -- Performance & Energy,"if(BOILER_A_STATUS==0,0,9*(BOILER_A_FG_HYDROGEN_MASS_FRACTION)*(584+(BOILER_A_CP_OF_H2O_AT_STACK_TEMP)*(BOILER_A_STACK_TEMPERATURE-AMBIENT_TEMPERATURE)))",eval_error:NameError:name 'BOILER_A_STATUS' is not defined,,
BOILER_A_HEAT_LOSS_DUE_TO_H2O_IN_STACK_L3,Boiler -- Flue Gas & Stack,"if(BOILER_A_STATUS==0,0,BOILER_A_TOTAL_H2O_PER_KG_OF_FUEL*(BOILER_A_STACK_TEMPERATURE*1.77251246754294+2494.5133413964-2529.43)/4.184)",eval_error:NameError:name 'BOILER_A_STATUS' is not defined,,
BOILER_A_HEAT_LOSS_DUE_TO_INCOMPLETE_COMBUSTIONL4,Boiler -- Performance & Energy,"if(BOILER_A_STATUS==0,0,0*10^-6*28*5654*BOILER_A_BOILER_LOAD)",eval_error:NameError:name 'BOILER_A_STATUS' is not defined,,
BOILER_A_HP_STEAM_ENTHALPY,Boiler -- Performance & Energy,"if(BOILER_A_STATUS==0,0,(2175.54628147543-1.32764297764643*(HP_STEAM_PRESSURE_FROM_DS)+2.66244961166282*DESUPERHEATER_OUTLET_TEMPERATURE)*0.239+2)",eval_error:NameError:name 'BOILER_A_STATUS' is not defined,,
BOILER_A_IC4_CO2_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_IC4_MASS_FRACTION*3.029,eval_error:NameError:name 'BOILER_A_FG_IC4_MASS_FRACTION' is not defined,,
BOILER_A_IC4_H2O_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_NC4_MASS_FRACTION*1.55,eval_error:NameError:name 'BOILER_A_FG_NC4_MASS_FRACTION' is not defined,,
BOILER_A_IC4_N2_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_IC4_MASS_FRACTION*11.908,eval_error:NameError:name 'BOILER_A_FG_IC4_MASS_FRACTION' is not defined,,
BOILER_A_IC5_CO2_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_IC5_MASS_FRACTION*3.05,eval_error:NameError:name 'BOILER_A_FG_IC5_MASS_FRACTION' is not defined,,
BOILER_A_IC5_H2O_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_IC5_MASS_FRACTION*1.498,eval_error:NameError:name 'BOILER_A_FG_IC5_MASS_FRACTION' is not defined,,
BOILER_A_IC5_N2_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_IC5_MASS_FRACTION*11.805,eval_error:NameError:name 'BOILER_A_FG_IC5_MASS_FRACTION' is not defined,,
BOILER_A_LMTD_ECONOMIZER,Boiler -- Performance & Energy,"if(BOILER_A_STATUS==0,0,((673-ECONIMIZER_A_OUTLET_TEMPERATURE)-(BOILER_A_STACK_TEMPERATURE-ECONOMIZER_A_INLET_TEMPERATURE))/ln((673-ECONIMIZER_A_OUTLET_TEMPERATURE)/(-ECONOMIZER_A_INLET_TEMPERATURE+BO",eval_error:NameError:name 'BOILER_A_STATUS' is not defined,,
BOILER_A_N2_FORMED,Boiler -- Performance & Energy,BOILER_A_H2_N2_COMBUSTION+BOILER_A_CH4_N2_COMBUSTION+BOILER_A_ETHANE_N2_COMBUSTION+BOILER_A_ETHYLENE_N2_COMBUSTION+BOILER_A_PROPANE_N2_COMBUSTION+BOILER_A_IC4_N2_COMBUSTION+BOILER_A_NC4_N2_COMBUSTION+,eval_error:NameError:name 'BOILER_A_H2_N2_COMBUSTION' is not defined,,
BOILER_A_NC4_CO2_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_NC4_MASS_FRACTION*3.029,eval_error:NameError:name 'BOILER_A_FG_NC4_MASS_FRACTION' is not defined,,
BOILER_A_NC4_H2O_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_IC4_MASS_FRACTION*1.55,eval_error:NameError:name 'BOILER_A_FG_IC4_MASS_FRACTION' is not defined,,
BOILER_A_NC4_N2_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_NC4_MASS_FRACTION*11.908,eval_error:NameError:name 'BOILER_A_FG_NC4_MASS_FRACTION' is not defined,,
BOILER_A_NC5_CO2_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_NC5_MASS_FRACTION*3.05,eval_error:NameError:name 'BOILER_A_FG_NC5_MASS_FRACTION' is not defined,,
BOILER_A_NC5_H2O_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_NC5_MASS_FRACTION*1.498,eval_error:NameError:name 'BOILER_A_FG_NC5_MASS_FRACTION' is not defined,,
BOILER_A_NC5_N2_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_NC5_MASS_FRACTION*11.805,eval_error:NameError:name 'BOILER_A_FG_NC5_MASS_FRACTION' is not defined,,
BOILER_A_PERC_DUTY_GAINED_IN_CONVECTION_SECTION,Boiler -- Performance & Energy,"if(BOILER_A_STATUS==0,0,BOILER_A_CONVECTION_DUTY/BOILER_A_ENERGY_GAINED*100)",eval_error:NameError:name 'BOILER_A_STATUS' is not defined,,
BOILER_A_PER_DUTY_GAINED_IN_RADIANT_SECTION,Boiler -- Performance & Energy,"if(BOILER_A_STATUS==0,0,BOILER_A_RADIATION_DUTY/BOILER_A_ENERGY_GAINED*100)",eval_error:NameError:name 'BOILER_A_STATUS' is not defined,,
BOILER_A_PH_ANALYZER_checked,Boiler -- Performance & Energy,"if([BOILER_A_PH_ANALYZER]>16,[UNITED_LIMS_CBD_A_PH],0)",computed,0.0,
BOILER_A_PROPANE_CO2_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_PROPANE_MASS_FRACTION*2.994,eval_error:NameError:name 'BOILER_A_FG_PROPANE_MASS_FRACTION' is not defined,,
BOILER_A_PROPANE_H2O_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_PROPANE_MASS_FRACTION*1.634,eval_error:NameError:name 'BOILER_A_FG_PROPANE_MASS_FRACTION' is not defined,,
BOILER_A_PROPANE_N2_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_A_FG_PROPANE_MASS_FRACTION*12.074,eval_error:NameError:name 'BOILER_A_FG_PROPANE_MASS_FRACTION' is not defined,,
BOILER_A_RADIATION_DUTY,Boiler -- Performance & Energy,"if(BOILER_A_STATUS==0,0,BOILER_A_ENERGY_GAINED-BOILER_A_CONVECTION_DUTY)",eval_error:NameError:name 'BOILER_A_STATUS' is not defined,,
BOILER_A_RADIATION_DUTY_TO_CONVECTION_DUTY,Boiler -- Performance & Energy,"if(BOILER_A_STATUS==0,0,BOILER_A_PER_DUTY_GAINED_IN_RADIANT_SECTION/BOILER_A_PERC_DUTY_GAINED_IN_CONVECTION_SECTION)",eval_error:NameError:name 'BOILER_A_STATUS' is not defined,,
BOILER_A_RADIATION_LOSSES,Boiler -- Performance & Energy,"if(BOILER_A_STATUS==0,0,BOILER_A_MIXED_LHV_PER_KG*(-0.000004*BOILER_A_BOILER_LOAD^3+0.001*BOILER_A_BOILER_LOAD^2-0.0899*BOILER_A_BOILER_LOAD+3.2426)/100)",eval_error:NameError:name 'BOILER_A_STATUS' is not defined,,
BOILER_A_RADIATION_SECTION_EFFICIENCY,Boiler -- Performance & Energy,"if(BOILER_A_STATUS==0,0,BOILER_A_RADIATION_DUTY/BOILER_A_CORRECTED_FUEL_GAS_ENERGY_INPUT*100)",eval_error:NameError:name 'BOILER_A_STATUS' is not defined,,
BOILER_A_SENSBILE_HEAT_CORRECTION_FOR_AIR,Boiler -- Performance & Energy,BOILER_A_AIR_CP_FOR_SENSIBLE_HEAT_CORRECTED*(BOILER_A_COMBUSTION_AIR_TEMPERATURE-15.6)*BOILER_A_AIR_FUEL_MASS_RATIO,eval_error:NameError:name 'BOILER_A_AIR_CP_FOR_SENSIBLE_HEAT_CORRECTED' is not de,,
