,tag_name,formula_expression,Category
3620,BOILER_B_IC4_N2_COMBUSTION,BOILER_B_FG_IC4_MASS_FRACTION*11.908,Boiler -- Combustion & Fuel
3621,BOILER_B_NC4_N2_COMBUSTION,BOILER_B_FG_NC4_MASS_FRACTION*11.908,Boiler -- Combustion & Fuel
3622,BOILER_B_IC5_N2_COMBUSTION,BOILER_B_FG_IC5_MASS_FRACTION*11.805,Boiler -- Combustion & Fuel
3623,BOILER_B_NC5_N2_COMBUSTION,BOILER_B_FG_NC5_MASS_FRACTION*11.805,Boiler -- Combustion & Fuel
3624,BOILER_B_H2_H2O_COMBUSTION,BOILER_B_FG_HYDROGEN_MASS_FRACTION*8.937,Boiler -- Combustion & Fuel
3625,BOILER_B_CH4_H2O_COMBUSTION,BOILER_B_FG_CH4_MASS_FRACTION*2.246,Boiler -- Combustion & Fuel
3626,BOILER_B_ETHANE_H2O_COMBUSTION,BOILER_B_FG_ETHANE_MASS_FRACTION*1.798,Boiler -- Combustion & Fuel
3627,BOILER_B_ETHYLENE_H2O_COMBUSTION,BOILER_B_FG_ETHYLENE_MASS_FRACTION*1.285,Boiler -- Combustion & Fuel
3628,BOILER_B_PROPANE_H2O_COMBUSTION,BOILER_B_FG_PROPANE_MASS_FRACTION*1.634,Boiler -- Combustion & Fuel
3629,BOILER_B_IC4_H2O_COMBUSTION,BOILER_B_FG_NC4_MASS_FRACTION*1.55,Boiler -- Combustion & Fuel
3630,BOILER_B_NC4_H2O_COMBUSTION,BOILER_B_FG_IC4_MASS_FRACTION*1.55,Boiler -- Combustion & Fuel
3631,BOILER_B_IC5_H2O_COMBUSTION,BOILER_B_FG_IC5_MASS_FRACTION*1.498,Boiler -- Combustion & Fuel
3632,BOILER_B_NC5_H2O_COMBUSTION,BOILER_B_FG_NC5_MASS_FRACTION*1.498,Boiler -- Combustion & Fuel
3633,BOILER_B_AIR_REQUIRED_FOR_COMPLETE_COMBUSTION,BOILER_B_AIR_REQUIRED_FOR_H2_COMBUSTION+BOILER_B_AIR_REQUIRED_FOR_CH4_COMBUSTION+BOILER_B_AIR_REQUIRED_FOR_ETHANE_COMBUSTION+BOILER_B_AIR_REQUIRED_FOR_ETHYLENE_COMBUSTION+BOILER_B_AIR_REQUIRED_FOR_PROPANE_COMBUSTION+BOILER_B_AIR_REQUIRED_FOR_NC4_COMBUSTION+BOILER_B_AIR_REQUIRED_FOR_IC4_COMBUSTION+BOILER_B_AIR_REQUIRED_FOR_NC5_COMBUSTION+BOILER_B_AIR_REQUIRED_FOR_IC5_COMBUSTION,Boiler -- Combustion & Fuel
3634,BOILER_B_CO2_FORMED,BOILER_B_CH4_CO2_COMBUSTION+BOILER_B_ETHANE_CO2_COMBUSTION+BOILER_B_ETHYLENE_CO2_COMBUSTION+BOILER_B_PROPANE_CO2_COMBUSTION+BOILER_B_NC4_CO2_COMBUSTION+BOILER_B_IC4_CO2_COMBUSTION+BOILER_B_NC5_CO2_COMBUSTION+BOILER_B_IC5_CO2_COMBUSTION,Boiler -- Performance & Energy
3635,BOILER_B_N2_FORMED,BOILER_B_H2_N2_COMBUSTION+BOILER_B_CH4_N2_COMBUSTION+BOILER_B_ETHANE_N2_COMBUSTION+BOILER_B_ETHYLENE_N2_COMBUSTION+BOILER_B_PROPANE_N2_COMBUSTION+BOILER_B_IC4_N2_COMBUSTION+BOILER_B_NC4_N2_COMBUSTION+BOILER_B_IC5_N2_COMBUSTION+BOILER_B_NC5_N2_COMBUSTION,Boiler -- Performance & Energy
3636,BOILER_B_H2O_FORMED,BOILER_B_H2_H2O_COMBUSTION+BOILER_B_CH4_H2O_COMBUSTION+BOILER_B_ETHANE_H2O_COMBUSTION+BOILER_B_ETHYLENE_H2O_COMBUSTION+BOILER_B_PROPANE_H2O_COMBUSTION+BOILER_B_IC4_H2O_COMBUSTION+BOILER_B_NC4_H2O_COMBUSTION+BOILER_B_IC5_H2O_COMBUSTION+BOILER_B_NC5_H2O_COMBUSTION,Boiler -- Performance & Energy
3637,BOILER_B_VAPOUR_PRESSURE_OF_H2O,10^(8.07131-(1730.63/(233.426+(AMBIENT_TEMPERATURE)))),Boiler -- Performance & Energy
3638,BOILER_B_AIR_MOISTURE,BOILER_B_VAPOUR_PRESSURE_OF_H2O/(760-BOILER_B_VAPOUR_PRESSURE_OF_H2O*RELATIVE_HUMIDITY_CLEAN)*RELATIVE_HUMIDITY_CLEAN*18.015/28.96,Boiler -- Performance & Energy
3639,BOILER_B_CORRECTED_COMBUSTION_AIR,BOILER_B_AIR_REQUIRED_FOR_COMPLETE_COMBUSTION/(1-BOILER_B_AIR_MOISTURE),Boiler -- Combustion & Fuel
3640,BOILER_B_CORRECTED_COMBUTION_H2O_FORMED,BOILER_B_H2O_FORMED+(BOILER_B_CORRECTED_COMBUSTION_AIR-BOILER_B_AIR_REQUIRED_FOR_COMPLETE_COMBUSTION),Boiler -- Performance & Energy
3641,BOILER_B_EXCESS_AIR,((28.96*BOILER_B_FLUE_GAS_OXGYGEN)*((BOILER_B_N2_FORMED/28.01)+(BOILER_B_CORRECTED_COMBUTION_H2O_FORMED/18.015)+(BOILER_B_CO2_FORMED/44.01))/(20.95-BOILER_B_FLUE_GAS_OXGYGEN)),Boiler -- Performance & Energy
3642,BOILER_B_AIR_FUEL_MASS_RATIO,BOILER_B_EXCESS_AIR+BOILER_B_CORRECTED_COMBUSTION_AIR,Boiler -- Combustion & Fuel
3643,BOILER_B_TOTAL_MOISTURE_WITH_AIR,BOILER_B_AIR_FUEL_MASS_RATIO*BOILER_B_AIR_MOISTURE,Boiler -- Performance & Energy
3644,BOILER_B_TOTAL_H2O_PER_KG_OF_FUEL,BOILER_B_TOTAL_MOISTURE_WITH_AIR+BOILER_B_H2O_FORMED,Boiler -- Performance & Energy
3645,BOILER_B_CP_AT_COMBUSTION_TEMPERATURE,(((28.98641)+1.85398*((BOILER_B_COMBUSTION_AIR_TEMPERATURE+273.15)/1000)-9.647459*((BOILER_B_COMBUSTION_AIR_TEMPERATURE+273.15)/1000)^2+16.63537*((BOILER_B_COMBUSTION_AIR_TEMPERATURE+273.15)/1000)^3+(0.000117/((BOILER_B_COMBUSTION_AIR_TEMPERATURE+273.15)/1000)^2))*0.239*0.79)+(((31.32234)-20.23531*((BOILER_B_COMBUSTION_AIR_TEMPERATURE+273.15)/1000)+57.86644*((BOILER_B_COMBUSTION_AIR_TEMPERATURE+273.15)/1000)^2-36.50624*((BOILER_B_COMBUSTION_AIR_TEMPERATURE+273.15)/1000)^3+(-0.007374/((BOILER_B_COMBUSTION_AIR_TEMPERATURE+273.15)/1000)^2))*0.239*0.21),Boiler -- Combustion & Fuel
3646,BOILER_B_AIR_CP_FOR_SENSIBLE_HEAT_CORRECTED,((BOILER_B_AIR_CP_REF_T+BOILER_B_CP_AT_COMBUSTION_TEMPERATURE)/2)/28.96,Boiler -- Performance & Energy
3647,BOILER_B_CP_H2_FUEL_TEMP,((33.066178)-11.363417*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)+11.432816*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2-2.772874*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^3+(-0.158558/((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
3648,BOILER_B_CP_CH4_FUEL_TEMP,((-0.703029)+108.4773*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-42.52157*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2+5.862788*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^3+(0.678565/((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
3649,BOILER_B_CP_ETHANE_FUEL_TEMP,(6.08160993967773+173.58246031667*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-66.9190547406319*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2+9.08912024736972*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^3+(0.129136456966982/((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
3650,BOILER_B_CP_PROPANE_FUEL_TEMP,(12.6608072783283+232.070245794953*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-70.3446118121155*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2+0.60714221002859*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^3+(0.0269571781100411/((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
3651,BOILER_B_CP_ETHYLENE_FUEL_TEMP,(-6.38788+184.4019*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-112.9718*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2+28.49593*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^3+0.31554/((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2)*0.239,Boiler -- Performance & Energy
3652,BOILER_B_CP_NC4_FUEL_TEMP,(22.1581076705715+292.589410831127*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-85.8165101864775*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2-1.01394039648879*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^3+(0.00634969201331822/((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
3653,BOILER_B_CP_IC4_FUEL_TEMP,(8.32665517242186+344.923323425655*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)--141.649866470373*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2-17.402696038734*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^3+(0.0260047492494904/((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
3654,BOILER_B_CP_NC5_FUEL_TEMP,(-36.7350853904756+580.375772029461*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-341.586537384626*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2-78.4996542134237*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^3+(1.08616950221781/((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
3655,BOILER_B_CP_IC5_FUEL_TEMP,(-16.1426869390769+517.363683637786*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-271.314078126683*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2-56.1566185580689*((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^3+(0.317133464208019/((BOILER_B_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
3656,BOILER_B_CP_TOTAL_FUEL_AT_REF_TEMP,((BOILER_B_FG_HYDROGEN_MASS_FRACTION/COMPONENT_HYDROGEN_MW)*6.876+BOILER_B_FG_CH4_MASS_FRACTION/COMPONENT_METHANE_MW*8.45+(BOILER_B_FG_ETHYLENE_MASS_FRACTION/COMPONENT_ETHYLENE_MW)*10.02+(BOILER_B_FG_ETHANE_MASS_FRACTION/COMPONENT_ETHANE_MW)*12.52+(BOILER_B_FG_PROPANE_MASS_FRACTION/COMPONENT_PROPANE_MW*17.72+(BOILER_B_FG_NC4_MASS_FRACTION/COMPONENT_BUTANE_MW*23.79)+(BOILER_B_FG_NC5_MASS_FRACTION/COMPONENT_PENTANE_MW*38.26+BOILER_B_FG_IC4_MASS_FRACTION/COMPONENT_BUTANE_MW*23.79+BOILER_B_FG_IC5_MASS_FRACTION/COMPONENT_PENTANE_MW*38.26)))*BOILER_B_FG_MW,Boiler -- Performance & Energy
3657,BOILER_B_CP_TOTAL_FUEL_AT_FUEL_TEMP,((BOILER_B_FG_HYDROGEN_MASS_FRACTION/COMPONENT_HYDROGEN_MW)*BOILER_B_CP_H2_FUEL_TEMP+BOILER_B_FG_CH4_MASS_FRACTION/COMPONENT_METHANE_MW*BOILER_B_CP_CH4_FUEL_TEMP+(BOILER_B_FG_ETHYLENE_MASS_FRACTION/COMPONENT_ETHYLENE_MW)*BOILER_B_CP_ETHYLENE_FUEL_TEMP+(BOILER_B_FG_ETHANE_MASS_FRACTION/COMPONENT_ETHANE_MW)*BOILER_B_CP_ETHANE_FUEL_TEMP+(BOILER_B_FG_PROPANE_MASS_FRACTION/COMPONENT_PROPANE_MW*BOILER_B_CP_PROPANE_FUEL_TEMP+(BOILER_B_FG_NC4_MASS_FRACTION/COMPONENT_BUTANE_MW*BOILER_B_CP_NC4_FUEL_TEMP)+(BOILER_B_FG_NC5_MASS_FRACTION/COMPONENT_PENTANE_MW*BOILER_B_CP_NC5_FUEL_TEMP+BOILER_B_FG_IC4_MASS_FRACTION/BOILER_B_CP_IC4_FUEL_TEMP*COMPONENT_BUTANE_MW+BOILER_B_FG_IC5_MASS_FRACTION/COMPONENT_PENTANE_MW*BOILER_B_CP_IC5_FUEL_TEMP)))*BOILER_B_FG_MW,Boiler -- Performance & Energy
3658,BOILER_B_AVG_CP_OF_FUEL_GAS_SENSIBLE_HEAT_CORRECTED,((BOILER_B_CP_TOTAL_FUEL_AT_REF_TEMP+BOILER_B_CP_TOTAL_FUEL_AT_FUEL_TEMP)/BOILER_B_FG_MW)/2,Boiler -- Performance & Energy
3659,BOILER_B_DRY_FLUE_GAS_PER_FUEL_MASS_RATIO,BOILER_B_EXCESS_AIR*(1-BOILER_B_AIR_MOISTURE)+BOILER_B_N2_FORMED+BOILER_B_CO2_FORMED,Boiler -- Flue Gas & Stack
3660,BOILER_B_FLUE_GAS_PER_FUEL_MASS_RATIO,BOILER_B_DRY_FLUE_GAS_PER_FUEL_MASS_RATIO+BOILER_B_TOTAL_H2O_PER_KG_OF_FUEL,Boiler -- Flue Gas & Stack
3661,BOILER_B_FLUE_GAS_MW,BOILER_B_FLUE_GAS_PER_FUEL_MASS_RATIO/(BOILER_B_CO2_FORMED/44.01+BOILER_B_TOTAL_H2O_PER_KG_OF_FUEL/18.015+BOILER_B_N2_FORMED/28.01+BOILER_B_EXCESS_AIR/28.96),Component Properties (LHV/MW)
3662,BOILER_B_CP_OF_AIR_AT_STACK_TEMP,(((28.98641)+1.85398*((BOILER_B_STACK_TEMPERATURE+273.15)/1000)-9.647459*((BOILER_B_STACK_TEMPERATURE+273.15)/1000)^2+16.63537*((BOILER_B_STACK_TEMPERATURE+273.15)/1000)^3+(0.000117/((BOILER_B_STACK_TEMPERATURE+273.15)/1000)^2))*0.239*0.79)+(((31.32234)-20.23531*((BOILER_B_STACK_TEMPERATURE+273.15)/1000)+57.86644*((BOILER_B_STACK_TEMPERATURE+273.15)/1000)^2-36.50624*((BOILER_B_STACK_TEMPERATURE+273.15)/1000)^3+(-0.007374/((BOILER_B_STACK_TEMPERATURE+273.15)/1000)^2))*0.239*0.21),Boiler -- Flue Gas & Stack
3663,BOILER_B_CP_FLUE_GAS_CO2_AT_STACK_TEMP,((24.99735)+55.18696*((BOILER_B_STACK_TEMPERATURE+273.15)/1000)-33.69137*((BOILER_B_STACK_TEMPERATURE+273.15)/1000)^2+7.948387*((BOILER_B_STACK_TEMPERATURE+273.15)/1000)^3+(-0.136638/((BOILER_B_STACK_TEMPERATURE+273.15)/1000)^2))*0.239,Boiler -- Flue Gas & Stack
3664,BOILER_B_CP_FLUE_GAS_H2O_AT_STACK_TEMP,8.22+0.00015*(BOILER_B_STACK_TEMPERATURE+273.15)+0.00000134*((BOILER_B_STACK_TEMPERATURE+273.15)^2),Boiler -- Flue Gas & Stack
3665,BOILER_B_CP_FLUE_GAS_N2_AT_STACK_TEMP,((28.98641)+1.85398*((BOILER_B_STACK_TEMPERATURE+273.15)/1000)-9.647459*((BOILER_B_STACK_TEMPERATURE+273.15)/1000)^2+16.63537*((BOILER_B_STACK_TEMPERATURE+273.15)/1000)^3+(0.000117/((BOILER_B_STACK_TEMPERATURE+273.15)/1000)^2))*0.239,Boiler -- Flue Gas & Stack
3666,BOILER_B_AVG_CP_OF_FLUE_GAS_AT_STACK_TEMP,(BOILER_B_CP_FLUE_GAS_CO2_AT_STACK_TEMP*BOILER_B_CO2_FORMED/44.01+BOILER_B_CP_FLUE_GAS_N2_AT_STACK_TEMP*BOILER_B_N2_FORMED/28.01+BOILER_B_EXCESS_AIR/28.85*BOILER_B_CP_OF_AIR_AT_STACK_TEMP)/(BOILER_B_FLUE_GAS_PER_FUEL_MASS_RATIO/BOILER_B_FLUE_GAS_MW)/BOILER_B_FLUE_GAS_MW,Boiler -- Flue Gas & Stack
3667,BOILER_B_CP_OF_H2O_AT_STACK_TEMP,(8.22+0.00015*(BOILER_B_STACK_TEMPERATURE+273.15)+0.00000134*((BOILER_B_STACK_TEMPERATURE+273.15)^2))/18.015,Boiler -- Flue Gas & Stack
3668,BOILER_B_SENSIBLE_HEAT_CORRECTION_FOR_FUEL,"if(BOILER_B_AVG_CP_OF_FUEL_GAS_SENSIBLE_HEAT_CORRECTED*(BOILER_B_MAIN_FUEL_GAS_TEMPERATURE-15.6)<0,0,BOILER_B_AVG_CP_OF_FUEL_GAS_SENSIBLE_HEAT_CORRECTED*(BOILER_B_MAIN_FUEL_GAS_TEMPERATURE-15.6))",Boiler -- Performance & Energy
3669,BOILER_B_SENSBILE_HEAT_CORRECTION_FOR_AIR,BOILER_B_AIR_CP_FOR_SENSIBLE_HEAT_CORRECTED*(BOILER_B_COMBUSTION_AIR_TEMPERATURE-15.6)*BOILER_B_AIR_FUEL_MASS_RATIO,Boiler -- Performance & Energy
3670,BOILER_B_MIXED_LHV_PER_KG,(BOILER_LHV),Component Properties (LHV/MW)
3671,BOILER_B_TOTAL_HEAT_INPUT_PER_KG_OF_FUEL,"if(BOILER_B_STATUS==0,0,BOILER_B_SENSIBLE_HEAT_CORRECTION_FOR_FUEL+BOILER_B_SENSBILE_HEAT_CORRECTION_FOR_AIR+BOILER_B_MIXED_LHV_PER_KG)",Boiler -- Performance & Energy
3672,BOILER_B_HEAT_LOSS_DUE_TO_DRY_FLUE_GAS_L1,"if(BOILER_B_STATUS==0,0,BOILER_B_DRY_FLUE_GAS_PER_FUEL_MASS_RATIO*((BOILER_B_AVG_CP_OF_FLUE_GAS_AT_STACK_TEMP*(BOILER_B_STACK_TEMPERATURE-15.6))))",Boiler -- Flue Gas & Stack
3673,BOILER_B_HEAT_LOSS_DUE_TO_EVAPORATION_OF_WATER_FORMED_DUE_TO_H2_IN_FUEL_L2,"if(BOILER_B_STATUS==0,0,9*(BOILER_B_FG_HYDROGEN_MASS_FRACTION)*(584+(BOILER_B_CP_OF_H2O_AT_STACK_TEMP)*(BOILER_B_STACK_TEMPERATURE-AMBIENT_TEMPERATURE)))",Boiler -- Performance & Energy
3674,BOILER_B_HEAT_LOSS_DUE_TO_H2O_IN_STACK_L3,"if(BOILER_B_STATUS==0,0,BOILER_B_TOTAL_H2O_PER_KG_OF_FUEL*(BOILER_B_STACK_TEMPERATURE*1.77251246754294+2494.5133413964-2529.43)/4.184)",Boiler -- Flue Gas & Stack
3675,BOILER_B_HEAT_LOSS_DUE_TO_INCOMPLETE_COMBUSTIONL4,"if(BOILER_B_STATUS==0,0,0*10^-6*28*5654*BOILER_B_BOILER_LOAD)",Boiler -- Performance & Energy
3676,BOILER_B_TOTAL_BOILER_STACK_LOSS_PER_KG_FUEL,"if(BOILER_B_STATUS==0,0,BOILER_B_HEAT_LOSS_DUE_TO_INCOMPLETE_COMBUSTIONL4+BOILER_B_HEAT_LOSS_DUE_TO_H2O_IN_STACK_L3+BOILER_B_HEAT_LOSS_DUE_TO_DRY_FLUE_GAS_L1+BOILER_B_HEAT_LOSS_DUE_TO_EVAPORATION_OF_WATER_FORMED_DUE_TO_H2_IN_FUEL_L2)",Boiler -- Flue Gas & Stack
3677,BOILER_B_RADIATION_LOSSES,"if(BOILER_B_STATUS==0,0,BOILER_B_MIXED_LHV_PER_KG*(-0.000004*BOILER_B_BOILER_LOAD^3+0.001*BOILER_B_BOILER_LOAD^2-0.0899*BOILER_B_BOILER_LOAD+3.2426)/100)",Boiler -- Performance & Energy
3678,BOILER_B_TOTAL_HEAT_LOSS_PER_KG_OF_FUEL,"if(BOILER_B_STATUS==0,0,BOILER_B_TOTAL_BOILER_STACK_LOSS_PER_KG_FUEL+BOILER_B_RADIATION_LOSSES)",Boiler -- Performance & Energy
3679,BOILER_B_TOTAL_HEAT_ABSORBED_PER_KG_OF_FUEL,"if(BOILER_B_STATUS==0,0,BOILER_B_TOTAL_HEAT_INPUT_PER_KG_OF_FUEL-BOILER_B_TOTAL_HEAT_LOSS_PER_KG_OF_FUEL)",Boiler -- Performance & Energy
3680,BOILER_B_BOILER_INDIRECT_EFFICIENCY,"if(BOILER_B_STATUS==0,0,BOILER_B_TOTAL_HEAT_ABSORBED_PER_KG_OF_FUEL/BOILER_B_TOTAL_HEAT_INPUT_PER_KG_OF_FUEL*100)",Boiler -- Performance & Energy
3681,BOILER_B_HP_STEAM_ENTHALPY,"if(BOILER_A_STATUS==0,0,(2175.54628147543-1.32764297764643*(HP_STEAM_PRESSURE_FROM_DS_B)+2.66244961166282*DESUPERHEATER_B_OUTLET_TEMPERATURE)*0.239+2)",Boiler -- Performance & Energy
3682,BOILER_B_TOTAL_STEAM_ENERGY,"if(BOILER_B_STATUS==0,0,DESUPERHEATER_B_OUTLET_STEAM_FLOW*BOILER_B_HP_STEAM_ENTHALPY/1000000)",Boiler -- Performance & Energy
3683,BOILER_B_BFW_ENTHALPY,"if(BOILER_A_STATUS==0,0,ECONOMIZER_B_INLET_TEMPERATURE)",Boiler -- Performance & Energy
3684,BOILER_B_CORRECTED_BFW_FLOW,"if(BOILER_B_STATUS==0,0,(BFW_FLOW_TO_ECONOMIZER_B+BFW_FLOW_TO_DESUPERHEATER_B-(BFW_FLOW_TO_ECONOMIZER_B+BFW_FLOW_TO_DESUPERHEATER_B-DESUPERHEATER_B_OUTLET_STEAM_FLOW-CBD_BLOW_DOWN_B))/1000)",Boiler -- Performance & Energy
3685,BOILER_B_BFW_ENERGY,"if(BOILER_B_STATUS==0,0,BOILER_B_CORRECTED_BFW_FLOW*BOILER_B_BFW_ENTHALPY/1000)",Boiler -- Performance & Energy
3686,BOILER_B_FUEL_GAS_ENERGY_INPUT,"if(BOILER_B_STATUS==0,0,BOILER_B_FG_FLOW_RATE*1000*BOILER_B_MIXED_LHV_PER_KG/10^6)",Boiler -- Performance & Energy
3687,BOILER_B_STEAM_DRUM_TEMP,"if(BOILER_B_STATUS==0,0,4.02521999671835*log(BOILER_B_STEAM_DRUM_PRESSURE*98.065)^3-4.64392873298701*log(BOILER_B_STEAM_DRUM_PRESSURE*98.065)^2+11.2370106828649*log(BOILER_B_STEAM_DRUM_PRESSURE*98.065)+83.4806425229703)",Boiler -- Performance & Energy
3688,BOILER_B_BLOWDOWN_LOSS,"if(BOILER_B_STATUS==0,0,((CBD_BLOW_DOWN_B/1000)*((BOILER_B_STEAM_DRUM_PRESSURE*2.11087739028321+BOILER_B_SUPERHEATER_INLET_TEMPERATURE*2.94757709065418+278.050085762461)*0.2390006-(BFW_PRESSURE_TO_BOILER*0.0678913878546345+BOILER_B_SUPERHEATER_INLET_TEMPERATURE*4.22416911685416-3.01717714574329)*0.2390006))/1000)",Boiler -- Blowdown
3689,BOILER_B_TOTAL_FLUE_GAS_GENERATED,"if(BOILER_B_STATUS==0,0,BOILER_B_FUEL_GAS_FLOW/1000*BOILER_B_FLUE_GAS_PER_FUEL_MASS_RATIO)",Boiler -- Flue Gas & Stack
3690,BOILER_B_STACK_LOSS,"if(BOILER_B_STATUS==0,0,BOILER_B_TOTAL_BOILER_STACK_LOSS_PER_KG_FUEL*BOILER_B_FUEL_GAS_FLOW/(1000*1000))",Boiler -- Flue Gas & Stack
3691,BOILER_B_CORRECTED_FUEL_FLOW,"if(BOILER_B_STATUS==0,0,BOILER_B_FUEL_GAS_FLOW-((BOILER_B_FUEL_GAS_ENERGY_INPUT-(BOILER_B_TOTAL_STEAM_ENERGY-BOILER_B_BFW_ENERGY+BOILER_B_BLOWDOWN_LOSS+BOILER_B_STACK_LOSS+BOILER_B_FUEL_GAS_ENERGY_INPUT*0.0112+BOILER_B_FUEL_GAS_ENERGY_INPUT*(-0.000004*BOILER_B_BOILER_LOAD^3+0.001*BOILER_B_BOILER_LOAD^2-0.0899*BOILER_B_BOILER_LOAD+3.2426)/100+(BOILER_B_HEAT_LOSS_DUE_TO_H2O_IN_STACK_L3*(BOILER_B_FUEL_GAS_FLOW/1000)*0.239006/1000)))/(BOILER_B_MIXED_LHV_PER_KG/1000)))",Boiler -- Performance & Energy
3692,BOILER_B_FUEL_CONSUMPTION,"if(BOILER_B_STATUS==0,0,BOILER_B_CORRECTED_FUEL_FLOW*BOILER_B_MIXED_LHV_PER_KG/10^6)",Boiler -- Performance & Energy
3693,BOILER_B_SPECIFIC_ENERGY_CONSUMPTION_IN_GCAL,"if(BOILER_B_STATUS==0,0,BOILER_B_FUEL_CONSUMPTION/(DESUPERHEATER_B_OUTLET_STEAM_FLOW/1000))",Boiler -- Performance & Energy
3694,BOILER_B_SPECIFIC_ENERGY_CONSUMPTION_IN_GJ,"if(BOILER_B_STATUS==0,0,BOILER_B_FUEL_CONSUMPTION/(DESUPERHEATER_B_OUTLET_STEAM_FLOW/1000)*4.184)",Boiler -- Performance & Energy
3695,BOILER_B_CORRECTED_FUEL_GAS_ENERGY_INPUT,"if(BOILER_B_STATUS==0,0,BOILER_B_CORRECTED_FUEL_FLOW*BOILER_B_MIXED_LHV_PER_KG/10^6)",Boiler -- Performance & Energy
3696,BOILER_B_THERMAL_EFFICIENCY,"if(BOILER_B_STATUS==0,0,(BOILER_B_TOTAL_STEAM_ENERGY-BOILER_B_BFW_ENERGY)/BOILER_B_CORRECTED_FUEL_GAS_ENERGY_INPUT*100)",Boiler -- Performance & Energy
3697,BOILER_B_EFFICIENCY_LOSS_DUE_TO_BLOWDOWN,"if(BOILER_B_STATUS==0,0,BOILER_B_BLOWDOWN_LOSS/BOILER_B_CORRECTED_FUEL_GAS_ENERGY_INPUT*100)",Boiler -- Blowdown
3698,BOILER_B_ECONOMIZER_DUTY,"if(BOILER_B_STATUS==0,0,BOILER_B_CORRECTED_BFW_FLOW*((BOILER_B_STEAM_DRUM_PRESSURE*0.0336523715096497+ECONOMIZER_B_OUTLET_TEMPERATURE*4.52730333899183-53.5667904511771)-(BFW_PRESSURE_TO_BOILER*0.0678913878546345+ECONOMIZER_B_INLET_TEMPERATURE*4.22416911685416-3.01717714574329))*0.239006/1000)",Boiler -- Performance & Energy
3699,BOILER_B_LMTD_ECONOMIZER,"if(BOILER_B_STATUS==0,0,((673-ECONOMIZER_B_OUTLET_TEMPERATURE)-(BOILER_B_STACK_TEMPERATURE-ECONOMIZER_B_INLET_TEMPERATURE))/ln((673-ECONOMIZER_B_OUTLET_TEMPERATURE)/(-ECONOMIZER_B_INLET_TEMPERATURE+BOILER_B_STACK_TEMPERATURE)))",Boiler -- Performance & Energy
