,tag_name,formula_expression,Category
1301,Boiler_A_Fg_Nc4_Mass_Percentage,[Normalized_Boiler_A_Fg_Nc4_Concentration]*[Component_Butane_Mw]/[Boiler_A_Fg_Mw],Boiler -- Combustion & Fuel
1302,Boiler_A_Fg_Nc5_Mass_Percentage,[Normalized_Boiler_A_Fg_Nc5_Concentration]*[Component_Pentane_Mw]/[Boiler_A_Fg_Mw],Boiler -- Combustion & Fuel
1303,Boiler_A_Fg_Ic5_Mass_Percentage,[Normalized_Boiler_A_Fg_Ic5_Concentration]*[Component_Pentane_Mw]/[Boiler_A_Fg_Mw],Boiler -- Combustion & Fuel
1304,Total_Fuel_Compostion_Mass,[Boiler_A_Fg_Hydrogen_Mass_Percentage]+[Boiler_A_Fg_Ch4_Mass_Percentage]+[Boiler_A_Fg_Ethane_Mass_Percentage]+[Boiler_A_Fg_Ethylene_Mass_Percentage]+[Boiler_A_Fg_Propane_Mass_Percentage]+[Boiler_A_Fg_Nc4_Mass_Percentage]+[Boiler_A_Fg_Ic4_Mass_Percentage]+[Boiler_A_Fg_Nc5_Mass_Percentage]+[Boiler_A_Fg_Ic5_Mass_Percentage]+[Boiler_A_Fg_Nitrogen_Mass_Percentage],Boiler -- Combustion & Fuel
1305,Boiler_A_Fg_Ch4_Mass_Fraction,[Boiler_A_Fg_Ch4_Mass_Percentage]/[Total_Fuel_Compostion_Mass],Boiler -- Combustion & Fuel
1306,Boiler_A_Fg_Ethane_Mass_Fraction,[Boiler_A_Fg_Ethane_Mass_Percentage]/[Total_Fuel_Compostion_Mass],Boiler -- Combustion & Fuel
1307,Boiler_A_Fg_Ethylene_Mass_Fraction,[Boiler_A_Fg_Ethylene_Mass_Percentage]/[Total_Fuel_Compostion_Mass],Boiler -- Combustion & Fuel
1308,Boiler_A_Fg_Propane_Mass_Fraction,[Boiler_A_Fg_Propane_Mass_Percentage]/[Total_Fuel_Compostion_Mass],Boiler -- Combustion & Fuel
1309,Boiler_A_Fg_Nitrogen_Mass_Fraction,[Boiler_A_Fg_Nitrogen_Mass_Percentage]/[Total_Fuel_Compostion_Mass],Boiler -- Combustion & Fuel
1310,Boiler_A_Fg_Hydrogen_Mass_Fraction,[Boiler_A_Fg_Hydrogen_Mass_Percentage]/[Total_Fuel_Compostion_Mass],Boiler -- Combustion & Fuel
1311,Boiler_A_Fg_Ic4_Mass_Fraction,[Boiler_A_Fg_Ic4_Mass_Percentage]/[Total_Fuel_Compostion_Mass],Boiler -- Combustion & Fuel
1312,Boiler_A_Fg_Nc4_Mass_Fraction,[Boiler_A_Fg_Nc4_Mass_Percentage]/[Total_Fuel_Compostion_Mass],Boiler -- Combustion & Fuel
1313,Boiler_A_Fg_Nc5_Mass_Fraction,[Boiler_A_Fg_Nc5_Mass_Percentage]/[Total_Fuel_Compostion_Mass],Boiler -- Combustion & Fuel
1314,Boiler_A_Fg_Ic5_Mass_Fraction,[Boiler_A_Fg_Ic5_Mass_Percentage]/[Total_Fuel_Compostion_Mass],Boiler -- Combustion & Fuel
1315,Boiler_Lhv,([Boiler_A_Fg_Hydrogen_Mass_Fraction]*[Lhv_H2_Hydrogen]+[Boiler_A_Fg_Ch4_Mass_Fraction]*[Lhv_Ch4_Methane]+[Boiler_A_Fg_Nitrogen_Mass_Fraction]*[Lhv_N2_Nitrogen]+[Boiler_A_Fg_Ethylene_Mass_Fraction]*[Lhv_C2H4_Ethylene]+[Boiler_A_Fg_Ethane_Mass_Fraction]*[Lhv_C2H6_Ethane]+[Boiler_A_Fg_Propane_Mass_Fraction]*[Lhv_C3H8_Propane]+[Boiler_A_Fg_Ic4_Mass_Fraction]*[Lhv_Ic4]+[Boiler_A_Fg_Nc4_Mass_Fraction]*[Lhv_Nc4]+[Boiler_A_Fg_Nc5_Mass_Fraction]*[Lhv_Nc5]+[Boiler_A_Fg_Ic5_Mass_Fraction]*[Lhv_Ic5])*239,Component Properties (LHV/MW)
1316,Boiler_A_Air_Required_For_H2_Combustion,[Boiler_A_Fg_Hydrogen_Mass_Fraction]*34.344,Boiler -- Combustion & Fuel
1317,Boiler_A_Air_Required_For_Ch4_Combustion,[Boiler_A_Fg_Ch4_Mass_Fraction]*17.265,Boiler -- Combustion & Fuel
1318,Boiler_A_Air_Required_For_Ethane_Combustion,[Boiler_A_Fg_Ethane_Mass_Fraction]*16.119,Boiler -- Combustion & Fuel
1319,Boiler_A_Air_Required_For_Ethylene_Combustion,[Boiler_A_Fg_Ethylene_Mass_Fraction]*14.807,Boiler -- Combustion & Fuel
1320,Boiler_A_Air_Required_For_Propane_Combustion,[Boiler_A_Fg_Propane_Mass_Fraction]*15.703,Boiler -- Combustion & Fuel
1321,Boiler_A_Air_Required_For_Nc4_Combustion,[Boiler_A_Fg_Nc4_Mass_Fraction]*15.487,Boiler -- Combustion & Fuel
1322,Boiler_A_Air_Required_For_Ic4_Combustion,[Boiler_A_Fg_Ic4_Mass_Fraction]*15.487,Boiler -- Combustion & Fuel
1323,Boiler_A_Air_Required_For_Nc5_Combustion,[Boiler_A_Fg_Nc5_Mass_Fraction]*15.353,Boiler -- Combustion & Fuel
1324,Boiler_A_Air_Required_For_Ic5_Combustion,[Boiler_A_Fg_Ic5_Mass_Fraction]*15.353,Boiler -- Combustion & Fuel
1325,Boiler_A_Ch4_Co2_Combustion,[Boiler_A_Fg_Ch4_Mass_Fraction]*2.744,Boiler -- Combustion & Fuel
1326,Boiler_A_Ethane_Co2_Combustion,[Boiler_A_Fg_Ethane_Mass_Fraction]*2.927,Boiler -- Combustion & Fuel
1327,Boiler_A_Ethylene_Co2_Combustion,[Boiler_A_Fg_Ethylene_Mass_Fraction]*3.138,Boiler -- Combustion & Fuel
1328,Boiler_A_Propane_Co2_Combustion,[Boiler_A_Fg_Propane_Mass_Fraction]*2.994,Boiler -- Combustion & Fuel
1329,Boiler_A_Nc4_Co2_Combustion,[Boiler_A_Fg_Nc4_Mass_Fraction]*3.029,Boiler -- Combustion & Fuel
1330,Boiler_A_Ic4_Co2_Combustion,[Boiler_A_Fg_Ic4_Mass_Fraction]*3.029,Boiler -- Combustion & Fuel
1331,Boiler_A_Nc5_Co2_Combustion,[Boiler_A_Fg_Nc5_Mass_Fraction]*3.05,Boiler -- Combustion & Fuel
1332,Boiler_A_Ic5_Co2_Combustion,[Boiler_A_Fg_Ic5_Mass_Fraction]*3.05,Boiler -- Combustion & Fuel
1333,Boiler_A_H2_N2_Combustion,[Boiler_A_Fg_Hydrogen_Mass_Fraction]*26.407,Boiler -- Combustion & Fuel
1334,Boiler_A_Ch4_N2_Combustion,[Boiler_A_Fg_Ch4_Mass_Fraction]*13.275,Boiler -- Combustion & Fuel
1335,Boiler_A_Ethane_N2_Combustion,[Boiler_A_Fg_Ethane_Mass_Fraction]*12.394,Boiler -- Combustion & Fuel
1336,Boiler_A_Ethylene_N2_Combustion,[Boiler_A_Fg_Ethylene_Mass_Fraction]*11.385,Boiler -- Combustion & Fuel
1337,Boiler_A_Propane_N2_Combustion,[Boiler_A_Fg_Propane_Mass_Fraction]*12.074,Boiler -- Combustion & Fuel
1338,Boiler_A_Ic4_N2_Combustion,[Boiler_A_Fg_Ic4_Mass_Fraction]*11.908,Boiler -- Combustion & Fuel
1339,Boiler_A_Nc4_N2_Combustion,[Boiler_A_Fg_Nc4_Mass_Fraction]*11.908,Boiler -- Combustion & Fuel
1340,Boiler_A_Ic5_N2_Combustion,[Boiler_A_Fg_Ic5_Mass_Fraction]*11.805,Boiler -- Combustion & Fuel
1341,Boiler_A_Nc5_N2_Combustion,[Boiler_A_Fg_Nc5_Mass_Fraction]*11.805,Boiler -- Combustion & Fuel
1342,Boiler_A_H2_H2O_Combustion,[Boiler_A_Fg_Hydrogen_Mass_Fraction]*8.937,Boiler -- Combustion & Fuel
1343,Boiler_A_Ch4_H2O_Combustion,[Boiler_A_Fg_Ch4_Mass_Fraction]*2.246,Boiler -- Combustion & Fuel
1344,Boiler_A_Ethane_H2O_Combustion,[Boiler_A_Fg_Ethane_Mass_Fraction]*1.798,Boiler -- Combustion & Fuel
1345,Boiler_A_Ethylene_H2O_Combustion,[Boiler_A_Fg_Ethylene_Mass_Fraction]*1.285,Boiler -- Combustion & Fuel
1346,Boiler_A_Propane_H2O_Combustion,[Boiler_A_Fg_Propane_Mass_Fraction]*1.634,Boiler -- Combustion & Fuel
1347,Boiler_A_Ic4_H2O_Combustion,[Boiler_A_Fg_Nc4_Mass_Fraction]*1.55,Boiler -- Combustion & Fuel
1348,Boiler_A_Nc4_H2O_Combustion,[Boiler_A_Fg_Ic4_Mass_Fraction]*1.55,Boiler -- Combustion & Fuel
1349,Boiler_A_Ic5_H2O_Combustion,[Boiler_A_Fg_Ic5_Mass_Fraction]*1.498,Boiler -- Combustion & Fuel
1350,Boiler_A_Nc5_H2O_Combustion,[Boiler_A_Fg_Nc5_Mass_Fraction]*1.498,Boiler -- Combustion & Fuel
1351,Boiler_A_Air_Required_For_Complete_Combustion,[Boiler_A_Air_Required_For_H2_Combustion]+[Boiler_A_Air_Required_For_Ch4_Combustion]+[Boiler_A_Air_Required_For_Ethane_Combustion]+[Boiler_A_Air_Required_For_Ethylene_Combustion]+[Boiler_A_Air_Required_For_Propane_Combustion]+[Boiler_A_Air_Required_For_Nc4_Combustion]+[Boiler_A_Air_Required_For_Ic4_Combustion]+[Boiler_A_Air_Required_For_Nc5_Combustion]+[Boiler_A_Air_Required_For_Ic5_Combustion],Boiler -- Combustion & Fuel
1352,Boiler_A_Co2_Formed,[Boiler_A_Ch4_Co2_Combustion]+[Boiler_A_Ethane_Co2_Combustion]+[Boiler_A_Ethylene_Co2_Combustion]+[Boiler_A_Propane_Co2_Combustion]+[Boiler_A_Nc4_Co2_Combustion]+[Boiler_A_Ic4_Co2_Combustion]+[Boiler_A_Nc5_Co2_Combustion]+[Boiler_A_Ic5_Co2_Combustion],Boiler -- Performance & Energy
1353,Boiler_A_N2_Formed,[Boiler_A_H2_N2_Combustion]+[Boiler_A_Ch4_N2_Combustion]+[Boiler_A_Ethane_N2_Combustion]+[Boiler_A_Ethylene_N2_Combustion]+[Boiler_A_Propane_N2_Combustion]+[Boiler_A_Ic4_N2_Combustion]+[Boiler_A_Nc4_N2_Combustion]+[Boiler_A_Ic5_N2_Combustion]+[Boiler_A_Nc5_N2_Combustion],Boiler -- Performance & Energy
1354,Boiler_A_H2O_Formed,[Boiler_A_H2_H2O_Combustion]+[Boiler_A_Ch4_H2O_Combustion]+[Boiler_A_Ethane_H2O_Combustion]+[Boiler_A_Ethylene_H2O_Combustion]+[Boiler_A_Propane_H2O_Combustion]+[Boiler_A_Ic4_H2O_Combustion]+[Boiler_A_Nc4_H2O_Combustion]+[Boiler_A_Ic5_H2O_Combustion]+[Boiler_A_Nc5_H2O_Combustion],Boiler -- Performance & Energy
1355,Boiler_A_Vapour_Pressure_Of_H2O,10^(8.07131-(1730.63/(233.426+([Ambient_Temperature_1])))),Boiler -- Performance & Energy
1356,Boiler_A_Air_Moisture,[Boiler_A_Vapour_Pressure_Of_H2O]/(760-[Boiler_A_Vapour_Pressure_Of_H2O]*[Relative_Humidity_Clean])*[Relative_Humidity_Clean]*18.015/28.96,Boiler -- Performance & Energy
1357,Boiler_A_Corrected_Combustion_Air,[Boiler_A_Air_Required_For_Complete_Combustion]/(1-[Boiler_A_Air_Moisture]),Boiler -- Combustion & Fuel
1358,Boiler_A_Corrected_Combution_H2O_Formed,[Boiler_A_H2O_Formed]+([Boiler_A_Corrected_Combustion_Air]-[Boiler_A_Air_Required_For_Complete_Combustion]),Boiler -- Performance & Energy
1359,Boiler_A_Excess_Air,((28.96*[BOILER_A_FLUE_GAS_OXGYGEN])*(([Boiler_A_N2_Formed]/28.01)+([Boiler_A_Corrected_Combution_H2O_Formed]/18.015)+([Boiler_A_Co2_Formed]/44.01))/(20.95-[BOILER_A_FLUE_GAS_OXGYGEN])),Boiler -- Performance & Energy
1360,Boiler_A_Air_Fuel_Mass_Ratio,[Boiler_A_Excess_Air]+[Boiler_A_Corrected_Combustion_Air],Boiler -- Combustion & Fuel
1361,Boiler_A_Total_Moisture_With_Air,[Boiler_A_Air_Fuel_Mass_Ratio]*[Boiler_A_Air_Moisture],Boiler -- Performance & Energy
1362,Boiler_A_Total_H2O_Per_Kg_Of_Fuel,[Boiler_A_Total_Moisture_With_Air]+[Boiler_A_H2O_Formed],Boiler -- Performance & Energy
1363,Boiler_A_Cp_At_Combustion_Temperature,(((28.98641)+1.85398*(([Boiler_A_Combustion_Air_Temperature]+273.15)/1000)-9.647459*(([Boiler_A_Combustion_Air_Temperature]+273.15)/1000)^2+16.63537*(([Boiler_A_Combustion_Air_Temperature]+273.15)/1000)^3+(0.000117/(([Boiler_A_Combustion_Air_Temperature]+273.15)/1000)^2))*0.239*0.79)+(((31.32234)-20.23531*(([Boiler_A_Combustion_Air_Temperature]+273.15)/1000)+57.86644*(([Boiler_A_Combustion_Air_Temperature]+273.15)/1000)^2-36.50624*(([Boiler_A_Combustion_Air_Temperature]+273.15)/1000)^3+(-0.007374/(([Boiler_A_Combustion_Air_Temperature]+273.15)/1000)^2))*0.239*0.21),Boiler -- Combustion & Fuel
1364,Boiler_A_Air_Cp_For_Sensible_Heat_Corrected,(([Boiler_A_Air_Cp_Ref_T]+[Boiler_A_Cp_At_Combustion_Temperature])/2)/28.96,Boiler -- Performance & Energy
1365,Boiler_A_Cp_H2_Fuel_Temp,((33.066178)-11.363417*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)+11.432816*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-2.772874*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(-0.158558/(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1366,Boiler_A_Cp_Ch4_Fuel_Temp,((-0.703029)+108.4773*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)-42.52157*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^2+5.862788*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.678565/(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1367,Boiler_A_Cp_Ethane_Fuel_Temp,(6.08160993967773+173.58246031667*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)-66.9190547406319*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^2+9.08912024736972*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.129136456966982/(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1368,Boiler_A_Cp_Propane_Fuel_Temp,(12.6608072783283+232.070245794953*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)-70.3446118121155*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^2+0.60714221002859*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.0269571781100411/(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1369,Boiler_A_Cp_Ethylene_Fuel_Temp,(-6.38788+184.4019*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)-112.9718*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^2+28.49593*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+0.31554/(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^2)*0.239,Boiler -- Performance & Energy
1370,Boiler_A_Cp_Nc4_Fuel_Temp,(22.1581076705715+292.589410831127*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)-85.8165101864775*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-1.01394039648879*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.00634969201331822/(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1371,Boiler_A_Cp_Ic4_Fuel_Temp,(8.32665517242186+344.923323425655*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)--141.649866470373*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-17.402696038734*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.0260047492494904/(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1372,Boiler_A_Cp_Nc5_Fuel_Temp,(-36.7350853904756+580.375772029461*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)-341.586537384626*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-78.4996542134237*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(1.08616950221781/(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1373,Boiler_A_Cp_Ic5_Fuel_Temp,(-16.1426869390769+517.363683637786*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)-271.314078126683*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-56.1566185580689*(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.317133464208019/(([Boiler_A_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1374,Boiler_A_Cp_Total_Fuel_At_Ref_Temp,(([Boiler_A_Fg_Hydrogen_Mass_Fraction]/[Component_Hydrogen_Mw])*6.876+[Boiler_A_Fg_Ch4_Mass_Fraction]/[Component_Methane_Mw]*8.45+([Boiler_A_Fg_Ethylene_Mass_Fraction]/[Component_Ethylene_Mw])*10.02+([Boiler_A_Fg_Ethane_Mass_Fraction]/[Component_Ethane_Mw])*12.52+([Boiler_A_Fg_Propane_Mass_Fraction]/[Component_Propane_Mw]*17.72+([Boiler_A_Fg_Nc4_Mass_Fraction]/[Component_Butane_Mw]*23.79)+([Boiler_A_Fg_Nc5_Mass_Fraction]/[Component_Pentane_Mw]*38.26+[Boiler_A_Fg_Ic4_Mass_Fraction]/[Component_Butane_Mw]*23.79+[Boiler_A_Fg_Ic5_Mass_Fraction]/[Component_Pentane_Mw]*38.26)))*[Boiler_A_Fg_Mw],Boiler -- Performance & Energy
1375,Boiler_A_Cp_Total_Fuel_At_Fuel_Temp,(([Boiler_A_Fg_Hydrogen_Mass_Fraction]/[Component_Hydrogen_Mw])*[Boiler_A_Cp_H2_Fuel_Temp]+[Boiler_A_Fg_Ch4_Mass_Fraction]/[Component_Methane_Mw]*[Boiler_A_Cp_Ch4_Fuel_Temp]+([Boiler_A_Fg_Ethylene_Mass_Fraction]/[Component_Ethylene_Mw])*[Boiler_A_Cp_Ethylene_Fuel_Temp]+([Boiler_A_Fg_Ethane_Mass_Fraction]/[Component_Ethane_Mw])*[Boiler_A_Cp_Ethane_Fuel_Temp]+([Boiler_A_Fg_Propane_Mass_Fraction]/[Component_Propane_Mw]*[Boiler_A_Cp_Propane_Fuel_Temp]+([Boiler_A_Fg_Nc4_Mass_Fraction]/[Component_Butane_Mw]*[Boiler_A_Cp_Nc4_Fuel_Temp])+([Boiler_A_Fg_Nc5_Mass_Fraction]/[Component_Pentane_Mw]*[Boiler_A_Cp_Nc5_Fuel_Temp]+[Boiler_A_Fg_Ic4_Mass_Fraction]/[Boiler_A_Cp_Ic4_Fuel_Temp]*[Component_Butane_Mw]+[Boiler_A_Fg_Ic5_Mass_Fraction]/[Component_Pentane_Mw]*[Boiler_A_Cp_Ic5_Fuel_Temp])))*[Boiler_A_Fg_Mw],Boiler -- Performance & Energy
1376,Boiler_A_Avg_Cp_Of_Fuel_Gas_Sensible_Heat_Corrected,(([Boiler_A_Cp_Total_Fuel_At_Ref_Temp]+[Boiler_A_Cp_Total_Fuel_At_Fuel_Temp])/[Boiler_A_Fg_Mw])/2,Boiler -- Performance & Energy
1377,Boiler_A_Dry_Flue_Gas_Per_Fuel_Mass_Ratio,[Boiler_A_Excess_Air]*(1-[Boiler_A_Air_Moisture])+[Boiler_A_N2_Formed]+[Boiler_A_Co2_Formed],Boiler -- Flue Gas & Stack
1378,Boiler_A_Flue_Gas_Per_Fuel_Mass_Ratio,[Boiler_A_Dry_Flue_Gas_Per_Fuel_Mass_Ratio]+[Boiler_A_Total_H2O_Per_Kg_Of_Fuel],Boiler -- Flue Gas & Stack
1379,Boiler_A_Flue_Gas_Mw,[Boiler_A_Flue_Gas_Per_Fuel_Mass_Ratio]/([Boiler_A_Co2_Formed]/44.01+[Boiler_A_Total_H2O_Per_Kg_Of_Fuel]/18.015+[Boiler_A_N2_Formed]/28.01+[Boiler_A_Excess_Air]/28.96),Component Properties (LHV/MW)
1380,Boiler_A_Cp_Of_Air_At_Stack_Temp,(((28.98641)+1.85398*(([BOILER_A_STACK_TEMPERATURE]+273.15)/1000)-9.647459*(([BOILER_A_STACK_TEMPERATURE]+273.15)/1000)^2+16.63537*(([BOILER_A_STACK_TEMPERATURE]+273.15)/1000)^3+(0.000117/(([BOILER_A_STACK_TEMPERATURE]+273.15)/1000)^2))*0.239*0.79)+(((31.32234)-20.23531*(([BOILER_A_STACK_TEMPERATURE]+273.15)/1000)+57.86644*(([BOILER_A_STACK_TEMPERATURE]+273.15)/1000)^2-36.50624*(([BOILER_A_STACK_TEMPERATURE]+273.15)/1000)^3+(-0.007374/(([BOILER_A_STACK_TEMPERATURE]+273.15)/1000)^2))*0.239*0.21),Boiler -- Flue Gas & Stack
1381,Boiler_A_Cp_Flue_Gas_Co2_At_Stack_Temp,((24.99735)+55.18696*(([BOILER_A_STACK_TEMPERATURE]+273.15)/1000)-33.69137*(([BOILER_A_STACK_TEMPERATURE]+273.15)/1000)^2+7.948387*(([BOILER_A_STACK_TEMPERATURE]+273.15)/1000)^3+(-0.136638/(([BOILER_A_STACK_TEMPERATURE]+273.15)/1000)^2))*0.239,Boiler -- Flue Gas & Stack
1382,Boiler_A_Cp_Flue_Gas_N2_At_Stack_Temp,((28.98641)+1.85398*(([BOILER_A_STACK_TEMPERATURE]+273.15)/1000)-9.647459*(([BOILER_A_STACK_TEMPERATURE]+273.15)/1000)^2+16.63537*(([BOILER_A_STACK_TEMPERATURE]+273.15)/1000)^3+(0.000117/(([BOILER_A_STACK_TEMPERATURE]+273.15)/1000)^2))*0.239,Boiler -- Flue Gas & Stack
1383,Boiler_A_Avg_Cp_Of_Flue_Gas_At_Stack_Temp,([Boiler_A_Cp_Flue_Gas_Co2_At_Stack_Temp]*[Boiler_A_Co2_Formed]/44.01+[Boiler_A_Cp_Flue_Gas_N2_At_Stack_Temp]*[Boiler_A_N2_Formed]/28.01+[Boiler_A_Excess_Air]/28.85*[Boiler_A_Cp_Of_Air_At_Stack_Temp])/([Boiler_A_Flue_Gas_Per_Fuel_Mass_Ratio]/[Boiler_A_Flue_Gas_Mw])/[Boiler_A_Flue_Gas_Mw],Boiler -- Flue Gas & Stack
1384,Boiler_A_Cp_Of_H2O_At_Stack_Temp,(8.22+0.00015*([BOILER_A_STACK_TEMPERATURE]+273.15)+0.00000134*(([BOILER_A_STACK_TEMPERATURE]+273.15)^2))/18.015,Boiler -- Flue Gas & Stack
1385,Boiler_A_Sensible_Heat_Correction_For_Fuel,"if([Boiler_A_Avg_Cp_Of_Fuel_Gas_Sensible_Heat_Corrected]*([Boiler_A_Main_Fuel_Gas_Temperature]-15.6)<0,0,[Boiler_A_Avg_Cp_Of_Fuel_Gas_Sensible_Heat_Corrected]*([Boiler_A_Main_Fuel_Gas_Temperature]-15.6))",Boiler -- Performance & Energy
1386,Boiler_A_Sensbile_Heat_Correction_For_Air,[Boiler_A_Air_Cp_For_Sensible_Heat_Corrected]*([Boiler_A_Combustion_Air_Temperature]-15.6)*[Boiler_A_Air_Fuel_Mass_Ratio],Boiler -- Performance & Energy
1387,Boiler_A_Mixed_Lhv_Per_Kg,([Boiler_Lhv]),Component Properties (LHV/MW)
1388,Boiler_A_Total_Heat_Input_Per_Kg_Of_Fuel,"if([Boiler_A_Status]==0,0,[Boiler_A_Sensible_Heat_Correction_For_Fuel]+[Boiler_A_Sensbile_Heat_Correction_For_Air]+[Boiler_A_Mixed_Lhv_Per_Kg])",Boiler -- Performance & Energy
1389,Boiler_A_Heat_Loss_Due_To_Dry_Flue_Gas_L1,"if([Boiler_A_Status]==0,0,[Boiler_A_Dry_Flue_Gas_Per_Fuel_Mass_Ratio]*([Boiler_A_Avg_Cp_Of_Flue_Gas_At_Stack_Temp]*([BOILER_A_STACK_TEMPERATURE]-15.6)))",Boiler -- Flue Gas & Stack
1390,Boiler_A_Heat_Loss_Due_To_Evaporation_Of_Water_Formed_Due_To_H2_In_Fuel_L2,"if([Boiler_A_Status]==0,0,9*[Boiler_A_Fg_Hydrogen_Mass_Fraction]*(584+[Boiler_A_Cp_Of_H2O_At_Stack_Temp]*([BOILER_A_STACK_TEMPERATURE]-[Ambient_Temperature_1])))",Boiler -- Performance & Energy
1391,Boiler_A_Heat_Loss_Due_To_H2O_In_Stack_L3,"if([Boiler_A_Status]==0,0,[Boiler_A_Total_H2O_Per_Kg_Of_Fuel]*([BOILER_A_STACK_TEMPERATURE]*1.77251246754294+2494.5133413964-2529.43)/4.184)",Boiler -- Flue Gas & Stack
1392,Boiler_A_Heat_Loss_Due_To_Incomplete_Combustionl4,"if([Boiler_A_Status]==0,0,0*10^-6*28*5654*[Boiler_A_Boiler_Load])",Boiler -- Performance & Energy
1393,Boiler_A_Total_Boiler_Stack_Loss_Per_Kg_Fuel,"if([Boiler_A_Status]==0,0,[Boiler_A_Heat_Loss_Due_To_Incomplete_Combustionl4]+[Boiler_A_Heat_Loss_Due_To_H2O_In_Stack_L3]+[Boiler_A_Heat_Loss_Due_To_Dry_Flue_Gas_L1]+[Boiler_A_Heat_Loss_Due_To_Evaporation_Of_Water_Formed_Due_To_H2_In_Fuel_L2])",Boiler -- Flue Gas & Stack
1394,Boiler_A_Radiation_Losses,"if([Boiler_A_Status]==0,0,[Boiler_A_Mixed_Lhv_Per_Kg]*(-0.000004*[Boiler_A_Boiler_Load]^3+0.001*[Boiler_A_Boiler_Load]^2-0.0899*[Boiler_A_Boiler_Load]+3.2426)/100)",Boiler -- Performance & Energy
1395,Boiler_A_Total_Heat_Loss_Per_Kg_Of_Fuel,"if([Boiler_A_Status]==0,0,[Boiler_A_Total_Boiler_Stack_Loss_Per_Kg_Fuel]+[Boiler_A_Radiation_Losses])",Boiler -- Performance & Energy
1396,Boiler_A_Total_Heat_Absorbed_Per_Kg_Of_Fuel,"if([Boiler_A_Status]==0,0,[Boiler_A_Total_Heat_Input_Per_Kg_Of_Fuel]-[Boiler_A_Total_Heat_Loss_Per_Kg_Of_Fuel])",Boiler -- Performance & Energy
1397,Boiler_A_Boiler_Indirect_Efficiency,"max(92,if([Boiler_A_Status]==0,0,[Boiler_A_Total_Heat_Absorbed_Per_Kg_Of_Fuel]/[Boiler_A_Total_Heat_Input_Per_Kg_Of_Fuel]*100))",Boiler -- Performance & Energy
1398,Boiler_B_Boiler_Load,[BLR_2_HPS_Gen],Boiler -- Performance & Energy
1399,Boiler_B_Status,[BLR_2_Status],Boiler -- Performance & Energy
